ligand	receptor	sources	references	database	evidence
RSPO3	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO4	LGR4	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO4	LGR5	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RSPO4	LGR6	PMID:24532711	PMID:24532711	CellPhoneDB	curated
RELN	LRP8	uniprot		CellPhoneDB	curated
RELN	VLDLR	uniprot		CellPhoneDB	curated
ALDH1A1	CRABP2	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RARA	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RXRA	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RARB	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RXRB	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RARG	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RXRG	uniprot;reactome		CellPhoneDB	curated
ALDH1A1	RORB	uniprot		CellPhoneDB	curated
ALDH1A2	CRABP2	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RARA	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RXRA	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RARB	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RXRB	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RARG	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RXRG	uniprot;reactome		CellPhoneDB	curated
ALDH1A2	RORB	uniprot		CellPhoneDB	curated
ALDH1A3	CRABP2	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RARA	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RXRA	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RARB	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RXRB	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RARG	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RXRG	uniprot;reactome		CellPhoneDB	curated
ALDH1A3	RORB	uniprot		CellPhoneDB	curated
RARRES2	CCRL2	uniprot		CellPhoneDB	curated
RARRES2	CMKLR1	uniprot		CellPhoneDB	curated
RARRES2	GPR1	uniprot		CellPhoneDB	curated
SOSTDC1	LRP5	PMID:24532711	PMID:24532711	CellPhoneDB	curated
SOSTDC1	LRP6	PMID:24532711	PMID:24532711	CellPhoneDB	curated
SCT	SCTR	uniprot;HMRbase;reactome		CellPhoneDB	curated
SCT	VIPR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SCT	VIPR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SELE	GLG1	PMID:11404363	PMID:11404363	CellPhoneDB	curated
SELPLG	SELE	PMC4571854		CellPhoneDB	curated
SELPLG	SELL	PMC2431087;PMID:8892633;PMID:8896607		CellPhoneDB	curated
SELPLG	SELP	PMID:19118202;PMID:9829984;PMID:12393589	PMID:19118202;PMID:9829984;PMID:12393589	CellPhoneDB	curated
SEMA3A	NRP1	uniprot		CellPhoneDB	curated
SEMA3A	NRP1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3A	PLXNA1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3A	PLXNA2	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3A	PLXNA3	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3A	PLXNA4	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3C	NRP2	uniprot		CellPhoneDB	curated
SEMA3E	PLXND1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA3F	NRP2	uniprot		CellPhoneDB	curated
SEMA4A	PLXND1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA4C	PLXNB2	uniprot		CellPhoneDB	curated
SEMA4D	CD72	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA4D	PLXNB1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA4D	PLXNB2	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA4D	PTPRC	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA4G	PLXNB2	uniprot		CellPhoneDB	curated
SEMA5A	PLXNB3	uniprot		CellPhoneDB	curated
SEMA6A	NRP1	uniprot		CellPhoneDB	curated
SEMA6A	PLXNA2	uniprot		CellPhoneDB	curated
SEMA6D	KDR	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA6D	PLXNA1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA6D	TREM2	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA6D	TYROBP	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA7A	ITGA1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA7A	ITGB1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SEMA7A	PLXNC1	PMID:22325954	PMID:22325954	CellPhoneDB	curated
SLC18A1	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH1	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TPH2	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR1E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR1F	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR3A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR3B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR3C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR3D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR3E	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR5A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A4	HTR7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD1	uniprot;reactome		CellPhoneDB	curated
DDC	DRD2	uniprot;reactome		CellPhoneDB	curated
DDC	DRD3	uniprot;reactome		CellPhoneDB	curated
DDC	DRD4	uniprot;reactome		CellPhoneDB	curated
DDC	DRD5	uniprot;reactome		CellPhoneDB	curated
DDC	HTR1A	HMRbase;uniprot;reactome		CellPhoneDB	curated
DDC	HTR1B	uniprot;reactome		CellPhoneDB	curated
DDC	HTR1D	uniprot;reactome		CellPhoneDB	curated
DDC	HTR1E	uniprot;reactome		CellPhoneDB	curated
DDC	HTR1F	uniprot;reactome		CellPhoneDB	curated
DDC	HTR2A	HMRbase;uniprot;reactome		CellPhoneDB	curated
DDC	HTR2B	uniprot;reactome		CellPhoneDB	curated
DDC	HTR2C	HMRbase;uniprot;reactome		CellPhoneDB	curated
DDC	HTR3A	HMRbase;uniprot		CellPhoneDB	curated
DDC	HTR3B	uniprot		CellPhoneDB	curated
DDC	HTR3C	uniprot		CellPhoneDB	curated
DDC	HTR3D	uniprot		CellPhoneDB	curated
DDC	HTR3E	uniprot		CellPhoneDB	curated
DDC	HTR4	HMRbase;uniprot;reactome		CellPhoneDB	curated
DDC	HTR5A	HMRbase;uniprot;reactome		CellPhoneDB	curated
DDC	HTR6	uniprot;reactome		CellPhoneDB	curated
DDC	HTR7	uniprot;reactome		CellPhoneDB	curated
DDC	TAAR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
DDC	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A3	DRD1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A3	DRD2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A3	DRD3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A3	DRD4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A3	DRD5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLITRK1	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK1	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK2	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK2	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK3	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK4	OLR1	Shilts screen - VALIDATED		CellPhoneDB	curated
SLITRK4	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK5	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLITRK6	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	curated
SLIT1	ROBO1	uniprot;PMID:10102268		CellPhoneDB	curated
SLIT2	ROBO1	reactome;uniprot;PMID:10102268		CellPhoneDB	curated
SLIT2	ROBO2	uniprot;PMID:10102268		CellPhoneDB	curated
CORT	SSTR1	uniprot;HMRbase;reactome		CellPhoneDB	curated
CORT	SSTR2	uniprot;HMRbase;reactome		CellPhoneDB	curated
CORT	SSTR3	uniprot;HMRbase;reactome		CellPhoneDB	curated
CORT	SSTR4	uniprot;HMRbase;reactome		CellPhoneDB	curated
CORT	SSTR5	uniprot;HMRbase;reactome		CellPhoneDB	curated
GH1	GHR	uniprot;HMRbase		CellPhoneDB	curated
GH2	GHR	uniprot;HMRbase		CellPhoneDB	curated
SST	SSTR1	uniprot;HMRbase;reactome		CellPhoneDB	curated
SST	SSTR2	uniprot;HMRbase;reactome		CellPhoneDB	curated
SST	SSTR3	uniprot;HMRbase;reactome		CellPhoneDB	curated
SST	SSTR4	uniprot;HMRbase;reactome		CellPhoneDB	curated
SST	SSTR5	uniprot;HMRbase;reactome		CellPhoneDB	curated
SHH	BOC	reactome		CellPhoneDB	curated
SHH	PTCH1	reactome		CellPhoneDB	curated
SHH	BOC	PMID:25448692	PMID:25448692	CellPhoneDB	curated
SHH	PTCH2	PMID:25448692	PMID:25448692	CellPhoneDB	curated
SHH	CDON	reactome		CellPhoneDB	curated
SHH	CDON	PMID:25448692	PMID:25448692	CellPhoneDB	curated
SHH	GAS1	reactome		CellPhoneDB	curated
SHH	GAS1	PMID:25448692	PMID:25448692	CellPhoneDB	curated
SHH	HHIP	reactome;PMID:10050855;PMID:19561611		CellPhoneDB	curated
SPX	GALR2	uniprot		CellPhoneDB	curated
SPX	GPR151	uniprot		CellPhoneDB	curated
SPX	GALR3	uniprot		CellPhoneDB	curated
SDC1	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SDC2	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TAC1	TACR1	uniprot;reactome		CellPhoneDB	curated
TAC1	TACR2	uniprot;reactome		CellPhoneDB	curated
TAC1	TACR3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
TAC3	TACR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
TAC3	TACR2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
TAC3	TACR3	uniprot;reactome		CellPhoneDB	curated
TAFA1	GPR1	uniprot		CellPhoneDB	curated
TAFA4	FPR1	uniprot		CellPhoneDB	curated
TAFA5	FPR2	uniprot		CellPhoneDB	curated
TAFA5	S1PR2	uniprot		CellPhoneDB	curated
TENM1	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM1	ADGRL2	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM1	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM2	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM2	ADGRL2	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM2	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM3	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM3	ADGRL2	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM3	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM4	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM4	ADGRL2	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
TENM4	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
AKR1D1	AR	HMRbase;uniprot		CellPhoneDB	curated
THBS1	CD36	uniprot		CellPhoneDB	curated
THBS2	CD36	uniprot		CellPhoneDB	curated
TAX1BP3	ADGRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TAX1BP3	ADGRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TBXAS1	TBXA2R	HMRbase;uniprot;reactome		CellPhoneDB	curated
THY1	ADGRE2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
THY1	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
THY1	ITGAM	PMID:15850796	PMID:15850796	CellPhoneDB	curated
THY1	ITGB2	PMID:15850796	PMID:15850796	CellPhoneDB	curated
THY1	ITGAV	PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov	PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov	CellPhoneDB	curated
THY1	ITGB3	PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov	PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov	CellPhoneDB	curated
THY1	ITGAX	PMID:15850796	PMID:15850796	CellPhoneDB	curated
TF	TFR2	uniprot		CellPhoneDB	curated
TF	TFRC	uniprot		CellPhoneDB	curated
TGFA	EGFR	uniprot		CellPhoneDB	curated
TGFB1	ACVR1	uniprot		CellPhoneDB	curated
TGFB1	TGFBR2	uniprot		CellPhoneDB	curated
TGFB1	ITGAV	5ffo;PDB		CellPhoneDB	curated
TGFB1	ITGB6	5ffo;PDB		CellPhoneDB	curated
TGFB1	TGFBR1	uniprot		CellPhoneDB	curated
TGFB1	TGFBR3	uniprot		CellPhoneDB	curated
TGFB2	ACVR1	uniprot		CellPhoneDB	curated
TGFB2	TGFBR2	uniprot		CellPhoneDB	curated
TGFB2	TGFBR1	uniprot		CellPhoneDB	curated
TGFB2	TGFBR3	uniprot		CellPhoneDB	curated
TGFB3	ACVR1	uniprot		CellPhoneDB	curated
TGFB3	TGFBR2	uniprot		CellPhoneDB	curated
TGFB3	ITGAV	reactome		CellPhoneDB	curated
TGFB3	ITGB6	reactome		CellPhoneDB	curated
TGFB3	ITGB8	reactome		CellPhoneDB	curated
TGFB3	TGFBR1	uniprot		CellPhoneDB	curated
TGFB3	TGFBR3	uniprot		CellPhoneDB	curated
DIO3	THRA	HMRbase;uniprot		CellPhoneDB	curated
TG	THRA	HMRbase;uniprot		CellPhoneDB	curated
DIO3	THRB	HMRbase;uniprot		CellPhoneDB	curated
TG	THRB	HMRbase;uniprot		CellPhoneDB	curated
BTLA	TNFRSF14	PMID:31204070;uniprot	PMID:31204070;uniprot	CellPhoneDB	curated
CD160	TNFRSF14	PMID:21959263	PMID:21959263	CellPhoneDB	curated
FASLG	FAS	uniprot		CellPhoneDB	curated
FASLG	TNFRSF6B	uniprot		CellPhoneDB	curated
LTA	TNFRSF14	uniprot		CellPhoneDB	curated
LTA	TNFRSF1A	uniprot		CellPhoneDB	curated
LTA	TNFRSF1B	uniprot		CellPhoneDB	curated
TNF	TNFRSF1A	uniprot		CellPhoneDB	curated
TNF	TNFRSF1B	uniprot		CellPhoneDB	curated
TNFSF10	TNFRSF10A	uniprot		CellPhoneDB	curated
TNFSF10	TNFRSF10B	uniprot		CellPhoneDB	curated
TNFSF10	TNFRSF10C	uniprot		CellPhoneDB	curated
TNFSF10	TNFRSF10D	uniprot		CellPhoneDB	curated
TNFSF10	TNFRSF11B	uniprot		CellPhoneDB	curated
TNFSF11	TNFRSF11A	uniprot		CellPhoneDB	curated
TNFSF11	TNFRSF11B	uniprot		CellPhoneDB	curated
TNFSF12	TNFRSF12A	uniprot		CellPhoneDB	curated
TNFSF12	TNFRSF25	uniprot		CellPhoneDB	curated
TNFSF13	TNFRSF13B	uniprot		CellPhoneDB	curated
TNFSF13	TNFRSF17	uniprot		CellPhoneDB	curated
TNFSF13B	TNFRSF13B	uniprot		CellPhoneDB	curated
TNFSF13B	TNFRSF13C	uniprot;reactome		CellPhoneDB	curated
TNFSF13B	TNFRSF17	uniprot		CellPhoneDB	curated
TNFSF14	LTBR	uniprot		CellPhoneDB	curated
TNFSF14	TNFRSF14	uniprot		CellPhoneDB	curated
TNFSF14	TNFRSF6B	uniprot		CellPhoneDB	curated
TNFSF15	TNFRSF25	reactome		CellPhoneDB	curated
TNFSF15	TNFRSF6B	uniprot		CellPhoneDB	curated
TNFSF18	TNFRSF18	uniprot		CellPhoneDB	curated
TNFSF4	TNFRSF4	uniprot		CellPhoneDB	curated
TNFSF8	TNFRSF8	uniprot		CellPhoneDB	curated
TNFSF9	TNFRSF9	uniprot		CellPhoneDB	curated
UCN	CRHR1	uniprot;reactome		CellPhoneDB	curated
UCN	CRHR2	uniprot;reactome		CellPhoneDB	curated
UCN2	CRHR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
UCN2	CRHR2	uniprot		CellPhoneDB	curated
